
time;gfx;gFy;gFz;Bx;By;Bz;
1,2730;-0,0020;-0,1094;0,9850;-12,2500;0,0000;30,5000;
1,2830;-0,0020;-0,1094;0,9850;-12,2500;0,0000;30,5000;
1,2930;-0,0020;-0,1094;0,9850;-12,2500;0,0000;30,5000;
1,3030;-0,0020;-0,1094;0,9850;-12,2500;0,0000;30,5000;
1,3160;-0,0020;-0,1094;0,9850;-12,2500;0,0000;30,5000;
1,3180;-0,0020;-0,1094;0,9850;-12,5000;0,0000;30,7500;
1,3230;-0,0020;-0,1094;0,9850;-12,5000;0,0000;30,7500;
1,3330;-0,0020;-0,1094;0,9850;-12,5000;0,0000;30,7500;
1,3410;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3430;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3440;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3530;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3630;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3740;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3830;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,3930;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4030;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4130;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4230;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4330;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4430;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4530;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4630;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4730;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4830;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,4930;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5030;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5130;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5180;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5310;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5400;0,0039;-0,0684;0,9890;-12,5000;0,0000;30,7500;
1,5420;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,5550;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,5560;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,5670;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,5730;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,5830;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6010;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6140;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6260;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6360;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6500;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6710;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,6850;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,7030;0,0039;-0,1231;0,9870;-12,5000;0,0000;30,7500;
1,7190;0,0039;-0,1231;0,9870;-12,0000;0,0000;30,5000;
1,7230;0,0039;-0,1231;0,9870;-12,0000;0,0000;30,5000;
1,7430;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7440;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7470;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7530;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7630;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7750;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7830;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,7960;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8030;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8130;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8240;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8330;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8470;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8530;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8640;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8730;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8830;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,8930;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,9030;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,9130;0,0059;-0,1094;0,9870;-12,0000;0,0000;30,5000;
1,9180;0,0059;-0,1094;0,9870;-12,0000;0,2500;31,5000;
1,9230;0,0059;-0,1094;0,9870;-12,0000;0,2500;31,5000;
1,9330;0,0059;-0,1094;0,9870;-12,0000;0,2500;31,5000;
1,9430;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9440;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9450;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9530;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9630;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9730;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9830;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
1,9930;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0030;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0150;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0230;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0330;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0440;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0530;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0630;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0760;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0830;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,0930;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,1030;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,1130;0,0078;-0,0938;0,9870;-12,0000;0,2500;31,5000;
2,1180;0,0078;-0,0938;0,9870;-12,7500;-0,7500;30,7500;
2,1230;0,0078;-0,0938;0,9870;-12,7500;-0,7500;30,7500;
2,1330;0,0078;-0,0938;0,9870;-12,7500;-0,7500;30,7500;
2,1430;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1440;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1500;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1530;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1640;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1730;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1830;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,1930;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2030;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2130;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2230;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2330;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2440;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2530;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2630;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2730;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2850;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,2930;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,3030;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,3130;0,0078;-0,1134;0,9870;-12,7500;-0,7500;30,7500;
2,3190;0,0078;-0,1134;0,9870;-12,0000;-0,2500;31,5000;
2,3230;0,0078;-0,1134;0,9870;-12,0000;-0,2500;31,5000;
2,3330;0,0078;-0,1134;0,9870;-12,0000;-0,2500;31,5000;
2,3410;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3420;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3440;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3530;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3630;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3730;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,3920;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4100;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4270;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4360;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4460;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4750;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4840;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,4970;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,5030;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,5130;0,0059;-0,1094;0,9870;-12,0000;-0,2500;31,5000;
2,5370;0,0059;-0,1094;0,9870;-11,5000;0,0000;31,2500;
2,5380;0,0059;-0,1094;0,9870;-11,5000;0,0000;31,2500;
2,5430;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5440;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5450;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5530;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5630;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5740;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5830;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,5940;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6030;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6130;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6260;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6330;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6440;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6530;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6630;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6770;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6870;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,6940;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,7070;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,7130;0,0078;-0,0723;0,9870;-11,5000;0,0000;31,2500;
2,7210;0,0078;-0,0723;0,9870;-11,2500;0,0000;31,5000;
2,7260;0,0078;-0,0723;0,9870;-11,2500;0,0000;31,5000;
2,7330;0,0078;-0,0723;0,9870;-11,2500;0,0000;31,5000;
2,7420;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7430;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7440;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7530;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7630;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7740;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7830;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,7940;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8030;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8130;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8250;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8330;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8440;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8530;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8630;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8760;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8830;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,8940;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,9030;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,9130;0,0078;-0,1094;0,9870;-11,2500;0,0000;31,5000;
2,9240;0,0078;-0,1094;0,9870;-12,2500;-0,5000;30,5000;
2,9240;0,0078;-0,1094;0,9870;-12,2500;-0,5000;30,5000;
2,9330;0,0078;-0,1094;0,9870;-12,2500;-0,5000;30,5000;
2,9420;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9430;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9600;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9610;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9640;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9740;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9850;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
2,9930;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0030;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0130;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0240;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0330;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0430;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0530;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0630;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0750;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0840;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,0930;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,1030;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,1130;0,0059;-0,1153;0,9870;-12,2500;-0,5000;30,5000;
3,1220;0,0059;-0,1153;0,9870;-12,2500;0,0000;31,0000;
3,1240;0,0059;-0,1153;0,9870;-12,2500;0,0000;31,0000;
3,1330;0,0059;-0,1153;0,9870;-12,2500;0,0000;31,0000;
3,1450;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1520;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1530;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1640;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1740;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1860;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,1980;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,2150;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,2320;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,2500;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,2640;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,2840;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
