
time;gfx;gFy;gFz;Bx;By;Bz;
3,2930;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,3030;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,3150;0,0078;-0,0899;0,9870;-12,2500;0,0000;31,0000;
3,3230;0,0078;-0,0899;0,9870;-13,0000;0,0000;31,7500;
3,3340;0,0078;-0,0899;0,9870;-13,0000;0,0000;31,7500;
3,3430;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,3430;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,3550;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,3670;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,3820;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,3950;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4100;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4210;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4370;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4460;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4570;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4660;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4840;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4850;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,4980;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,5130;0,0078;-0,1075;0,9870;-13,0000;0,0000;31,7500;
3,5260;0,0078;-0,1075;0,9870;-11,5000;0,2500;31,7500;
3,5320;0,0078;-0,1075;0,9870;-11,5000;0,2500;31,7500;
3,5420;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,5430;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,5550;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,5670;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,5800;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,5940;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6050;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6160;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6270;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6360;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6510;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6610;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,6810;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,7110;0,0078;-0,1036;0,9890;-11,5000;0,2500;31,7500;
3,7250;0,0078;-0,1036;0,9890;-11,7500;-1,5000;31,7500;
3,7290;0,0078;-0,1036;0,9890;-11,7500;-1,5000;31,7500;
3,7410;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7420;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7450;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7540;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7640;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7750;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7850;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,7960;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8100;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8330;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8460;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8560;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8690;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8810;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,8950;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,9070;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,9210;0,0078;-0,1016;0,9870;-11,7500;-1,5000;31,7500;
3,9260;0,0078;-0,1016;0,9870;-12,7500;-0,5000;30,7500;
3,9340;0,0078;-0,1016;0,9870;-12,7500;-0,5000;30,7500;
3,9440;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
3,9450;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
3,9460;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
3,9580;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
3,9710;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
3,9920;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0100;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0320;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0500;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0640;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0810;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,0940;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,1090;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,1180;0,0078;-0,1055;0,9870;-12,7500;-0,5000;30,7500;
4,1260;0,0078;-0,1055;0,9870;-12,2500;0,0000;32,0000;
4,1290;0,0078;-0,1055;0,9870;-12,2500;0,0000;32,0000;
4,1410;0,0078;-0,1055;0,9870;-12,2500;0,0000;32,0000;
4,1430;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,1440;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,1570;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,1700;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,1920;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2090;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2180;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2320;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2460;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2580;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2720;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,2920;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,3100;0,0078;-0,1016;0,9870;-12,2500;0,0000;32,0000;
4,3250;0,0078;-0,1016;0,9870;-12,0000;0,0000;31,5000;
4,3310;0,0078;-0,1016;0,9870;-12,0000;0,0000;31,5000;
4,3430;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,3450;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,3460;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,3530;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,3710;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,3910;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4090;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4180;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4320;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4460;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4580;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4720;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,4910;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,5050;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,5150;0,0078;-0,1016;0,9890;-12,0000;0,0000;31,5000;
4,5290;0,0078;-0,1016;0,9890;-12,2500;0,0000;31,7500;
4,5330;0,0078;-0,1016;0,9890;-12,2500;0,0000;31,7500;
4,5450;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5460;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5530;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5640;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5740;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5840;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,5940;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6050;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6150;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6250;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6380;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6510;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6570;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6690;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6770;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,6910;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,7060;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,7260;0,0078;-0,1016;0,9870;-12,2500;0,0000;31,7500;
4,7300;0,0078;-0,1016;0,9870;-11,5000;-1,0000;31,2500;
4,7400;0,0078;-0,1016;0,9870;-11,5000;-1,0000;31,2500;
4,7410;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7420;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7570;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7640;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7740;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7830;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,7930;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8030;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8140;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8240;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8370;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8450;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8540;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8660;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8780;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,8980;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,9110;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,9250;0,0078;-0,0997;0,9870;-11,5000;-1,0000;31,2500;
4,9410;0,0078;-0,0997;0,9870;-12,2500;0,2500;30,5000;
4,9420;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9430;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9460;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9530;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9680;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9790;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
4,9950;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0050;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0160;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0250;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0380;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0510;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0690;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0750;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,0950;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,1090;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,1190;0,0059;-0,1075;0,9890;-12,2500;0,2500;30,5000;
5,1360;0,0059;-0,1075;0,9890;-12,0000;-0,2500;31,5000;
5,1410;0,0059;-0,1075;0,9890;-12,0000;-0,2500;31,5000;
5,1420;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,1430;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,1620;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,1630;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,1770;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,1920;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2060;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2170;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2260;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2390;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2510;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2690;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2780;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,2940;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,3060;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,3180;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,3310;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,3360;0,0078;-0,0958;0,9890;-12,0000;-0,2500;31,5000;
5,3430;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,3440;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,3590;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,3740;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,3930;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4060;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4180;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4330;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4550;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4710;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4840;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,4960;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,5090;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,5180;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,5290;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,5380;0,0117;-0,0293;0,9890;-12,0000;-0,2500;31,5000;
5,5410;0,0117;-0,0293;0,9890;-13,5000;-0,7500;31,7500;
5,5430;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,5450;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,5460;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,5580;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,5730;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,5860;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6010;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6140;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6250;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6370;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6460;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6600;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6750;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6840;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,6960;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,7050;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,7170;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,7330;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,7330;0,0039;-0,0176;0,9909;-13,5000;-0,7500;31,7500;
5,7430;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7440;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7450;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7570;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7710;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7850;0,0215;-0,0195;0,9792;-13,5000;-0,7500;31,7500;
5,7910;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8020;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8130;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8320;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8450;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8560;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8650;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8770;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,8870;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,9130;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,9260;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,9360;0,0215;-0,0195;0,9792;-12,2500;-0,7500;34,2500;
5,9420;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9430;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9510;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9660;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9750;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9850;-0,0059;-0,0215;1,0124;-12,2500;-0,7500;34,2500;
5,9900;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
5,9970;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0120;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0310;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0500;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0660;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0780;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,0940;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,1110;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,1250;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,1360;-0,0059;-0,0215;1,0124;-11,0000;-1,7500;36,5000;
6,1430;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1450;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1460;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1610;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1750;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1900;0,0059;-0,0117;0,9909;-11,0000;-1,7500;36,5000;
6,1920;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2030;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2150;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2270;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2570;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2650;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,2760;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3240;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3250;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3250;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3260;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3330;0,0059;-0,0117;0,9909;-12,2500;-2,5000;37,2500;
6,3410;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3420;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3490;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3530;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3630;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3730;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3830;-0,0137;-0,0156;1,0144;-12,2500;-2,5000;37,2500;
6,3930;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,3950;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4030;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4130;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4230;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4330;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4450;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4530;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4630;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4730;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4830;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,4960;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,5030;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,5140;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,5250;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,5340;-0,0137;-0,0156;1,0144;-12,7500;-1,2500;39,7500;
6,5410;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5430;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5480;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5530;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5630;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5730;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5830;-0,0195;-0,0176;0,9694;-12,7500;-1,2500;39,7500;
6,5940;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,5940;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6030;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6140;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6230;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6340;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6480;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6530;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6630;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6730;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6830;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,6960;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,7030;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,7130;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,7240;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,7490;-0,0195;-0,0176;0,9694;-12,2500;1,0000;41,5000;
6,7510;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7520;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7530;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7600;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7640;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7780;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7830;-0,0020;-0,0176;0,9381;-12,2500;1,0000;41,5000;
6,7930;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,7950;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8030;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8130;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8230;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8330;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8440;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8530;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8630;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8730;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8830;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,8960;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,9030;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,9130;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,9230;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,9330;-0,0020;-0,0176;0,9381;-12,0000;3,5000;40,5000;
6,9410;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9430;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9460;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9530;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9630;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9730;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9830;0,0371;-0,0235;1,0105;-12,0000;3,5000;40,5000;
6,9930;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
6,9950;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0030;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0180;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0290;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0400;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0550;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0660;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0780;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,0920;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,1130;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
7,1260;0,0371;-0,0235;1,0105;-9,5000;8,2500;40,2500;
