time;x;y;z;MF
13,516;37,50;-9,00;-176,50;180,66
13,616;-29,00;-5,25;-84,50;89,49
13,665;-37,25;-5,00;-73,00;82,11
13,716;-41,00;-4,25;-68,25;79,73
13,766;-42,50;-3,50;-66,50;79,00
13,816;-42,25;-3,50;-65,75;78,23
13,866;-42,75;-3,75;-65,25;78,10
13,916;-43,75;-4,25;-65,50;78,88
13,966;-43,50;-3,25;-65,75;78,90
14,016;-43,25;-3,00;-65,50;78,55
14,066;-43,00;-3,25;-65,25;78,21
14,116;-42,25;-3,25;-65,50;78,01
14,168;-42,25;-3,75;-65,50;78,03
14,217;-43,00;-4,25;-65,50;78,47
14,268;-42,75;-4,00;-65,50;78,32
14,319;-41,75;-4,25;-65,25;77,58
14,370;-42,50;-4,50;-65,25;78,00
14,419;-42,50;-4,50;-65,25;78,00
14,478;-43,00;-6,00;-64,75;77,96
14,520;-44,25;-13,75;-65,50;80,23
14,569;-34,00;-97,50;-116,00;155,30
14,619;-515,50;221,75;18,75;561,48
14,673;-329,75;112,25;8,50;348,44
14,720;-175,00;41,25;-24,50;181,46
14,776;-98,50;11,25;-45,50;109,08
14,869;-50,00;-2,50;-61,00;78,91
14,920;-44,00;-3,00;-63,75;77,52
14,974;-43,25;-4,00;-64,50;77,76
15,070;-41,25;-3,50;-65,00;77,06
15,119;-41,00;-3,25;-65,00;76,92
15,175;-42,00;-3,75;-65,25;77,69
15,220;-42,50;-3,00;-65,75;78,35
15,273;-42,00;-4,25;-65,25;77,72
15,323;-41,75;-4,25;-65,00;77,37
15,371;-42,00;-4,25;-65,25;77,72
15,421;-42,00;-4,25;-65,25;77,72
15,471;-42,00;-4,25;-65,25;77,72
15,521;-42,50;-4,00;-65,00;77,76
15,572;-42,00;-4,50;-65,00;77,52
15,620;-41,75;-4,75;-64,75;77,19
15,671;-41,50;-6,00;-64,25;76,72
15,721;-41,75;-8,50;-62,75;75,85
15,773;-44,25;-15,00;-58,25;74,67
15,820;-76,75;-38,00;-21,50;88,30
15,874;-0,50;-28,25;-773,50;774,02
15,921;-16,00;-56,25;-499,50;502,91
15,974;-32,50;-38,00;-268,75;273,36
16,021;-40,00;-22,25;-152,50;159,22
16,072;-42,25;-12,75;-101,25;110,45
16,121;-43,25;-7,50;-79,75;91,03
16,172;-43,00;-5,75;-71,00;83,20
16,220;-43,00;-4,50;-67,75;80,37
16,274;-43,25;-4,00;-66,25;79,22
16,322;-43,25;-4,50;-66,50;79,45
16,372;-42,75;-4,25;-66,25;78,96
16,422;-42,75;-4,25;-66,25;78,96
16,477;-43,50;-5,00;-66,50;79,62
16,526;-42,50;-4,75;-66,25;78,85
16,626;-43,50;-4,75;-65,75;78,98
16,681;-43,00;-4,25;-65,50;78,47
16,726;-42,75;-4,25;-65,25;78,12
16,777;-42,75;-4,75;-66,00;78,78
16,825;-42,50;-5,00;-66,00;78,66
16,876;-42,75;-5,00;-65,25;78,17
16,927;-42,25;-6,25;-65,50;78,19
17,027;-32,75;-19,50;-68,50;78,39
17,077;40,00;-83,25;-133,00;161,92
17,127;-60,75;368,75;315,25;488,93
17,177;-41,00;199,25;194,75;281,62
17,226;-34,50;82,00;63,75;109,45
17,277;-35,50;29,75;-7,25;46,88
17,328;-38,75;7,75;-40,25;56,41
17,377;-40,50;-0,50;-55,00;68,30
17,427;-40,50;-0,50;-55,00;68,30
17,477;-40,75;-2,75;-60,50;73,00
17,527;-42,00;-4,00;-63,50;76,24
17,582;-42,50;-4,00;-64,50;77,35
17,677;-42,75;-4,25;-64,75;77,71
17,727;-43,25;-4,75;-65,00;78,22
17,779;-42,75;-4,50;-65,50;78,35
17,827;-42,25;-4,50;-65,50;78,07
17,876;-43,25;-4,50;-65,50;78,62
17,927;-43,50;-5,00;-65,50;78,79
17,977;-43,00;-5,25;-65,50;78,53
18,026;-42,50;-5,25;-65,50;78,26
18,076;-42,50;-4,50;-65,50;78,21
18,128;-43,25;-4,75;-65,50;78,63
18,227;-45,00;-7,00;-63,75;78,35
18,279;-50,50;-11,25;-59,50;78,85
18,332;-116,00;-19,25;-34,00;122,40
18,379;-21,25;-286,75;-544,75;615,98
18,479;-24,25;-181,00;-356,00;400,11
18,529;-33,25;-90,00;-202,00;223,63
18,585;-38,00;-42,50;-123,50;136,02
18,630;-40,75;-21,50;-89,50;100,66
18,730;-42,25;-7,25;-69,75;81,87
18,779;-42,00;-4,75;-67,00;79,22
18,828;-42,25;-4,50;-66,00;78,49
18,879;-42,00;-4,75;-66,25;78,59
18,930;-41,75;-4,50;-66,25;78,44
19,030;-42,75;-4,00;-65,75;78,53
19,079;-42,75;-4,25;-65,50;78,33
19,130;-42,50;-4,25;-65,25;77,99
19,180;-42,25;-4,00;-65,25;77,84
19,229;-42,75;-4,50;-65,50;78,35
19,280;-42,50;-4,75;-65,75;78,43
19,331;-42,25;-4,75;-66,00;78,51
19,430;-42,00;-5,00;-66,25;78,60
19,480;-38,25;-8,25;-66,50;77,16
19,530;-28,50;-20,25;-69,50;77,80
19,580;57,25;-93,00;-154,00;188,79
19,634;-226,00;381,75;185,25;480,76
19,684;-158,50;198,50;123,25;282,34
19,736;-97,00;76,50;32,00;127,61
19,785;-65,00;24,75;-20,50;72,51
19,834;-51,50;4,75;-45,25;68,72
19,885;-46,00;-1,75;-56,75;73,07
19,936;-43,75;-4,75;-61,75;75,83
19,987;-42,00;-5,50;-63,75;76,54
20,038;-42,25;-5,25;-64,50;77,28
20,090;-43,00;-5,25;-65,00;78,11
20,141;-43,00;-4,75;-65,50;78,50
20,188;-43,25;-4,50;-65,75;78,83
20,238;-43,75;-5,00;-65,75;79,13
20,294;-43,00;-5,25;-66,25;79,16
20,345;-43,25;-5,50;-65,50;78,68
20,395;-42,75;-5,75;-65,25;78,22
20,495;-42,75;-5,00;-65,25;78,17
20,547;-43,50;-5,75;-65,00;78,42
20,596;-42,50;-6,25;-64,50;77,50
20,645;-41,75;-6,50;-64,00;76,69
20,695;-41,00;-8,50;-62,25;75,02
20,747;-38,75;-14,50;-57,75;71,04
20,797;-29,50;-40,00;-24,75;55,52
20,845;-94,75;38,50;331,75;347,16
20,897;129,50;-38,50;59,25;147,52
20,947;87,50;-47,75;-27,00;103,27
20,997;26,50;-33,25;-52,75;67,75
21,047;-9,00;-21,00;-61,25;65,37
21,097;-27,25;-13,00;-64,50;71,22
21,147;-35,25;-8,50;-65,00;74,43
21,197;-38,50;-6,75;-64,75;75,63
21,246;-40,25;-5,75;-65,00;76,67
21,298;-42,00;-5,00;-65,50;77,97
21,352;-42,25;-5,00;-65,00;77,69
21,398;-42,25;-5,00;-65,25;77,89
21,502;-42,50;-5,00;-66,00;78,66
21,549;-43,25;-5,50;-65,50;78,68
21,601;-43,25;-5,50;-65,50;78,68
21,650;-43,50;-5,50;-65,50;78,82
21,700;-42,75;-5,50;-65,75;78,62
21,752;-42,75;-5,25;-65,25;78,18
21,851;-42,50;-6,00;-66,25;78,94
21,901;-42,50;-6,50;-65,50;78,35
21,953;-42,50;-9,50;-65,50;78,66
22,005;-40,25;-18,25;-67,25;80,47
22,052;-26,75;-60,25;-85,25;107,76
22,116;168,50;-236,25;-708,00;765,16
22,154;-55,00;-158,50;-339,75;378,92
22,252;-58,50;-56,50;-98,75;127,93
22,306;-48,50;-31,00;-75,75;95,14
22,355;-44,50;-17,50;-68,75;83,74
22,414;-42,75;-11,00;-66,00;79,40
22,502;-42,00;-7,75;-65,75;78,40
22,554;-41,75;-6,25;-65,75;78,14
22,612;-41,75;-5,75;-65,50;77,89
22,652;-40,75;-5,25;-65,75;77,53
22,709;-41,25;-5,25;-65,75;77,80
22,753;-41,75;-5,75;-66,00;78,31
22,809;-42,00;-5,50;-65,50;78,00
22,854;-42,25;-5,25;-65,75;78,33
22,907;-43,00;-5,25;-65,75;78,74
22,954;-42,50;-5,25;-65,50;78,26
23,014;-42,25;-4,50;-65,25;77,86
23,104;-42,00;-6,00;-64,50;77,20
23,155;-41,25;-7,25;-63,00;75,65
23,211;-40,25;-11,25;-60,75;73,74
23,256;-41,50;-24,00;-51,00;69,99
23,309;-64,25;-66,00;18,50;93,95
23,357;-314,00;471,25;-655,00;865,85
23,413;-136,75;173,75;-481,75;530,07
23,506;-76,50;57,75;-268,50;285,10
23,556;-55,75;15,50;-154,25;164,75
23,613;-48,00;1,00;-102,75;113,41
23,706;-43,75;-4,75;-72,00;84,38
23,756;-42,75;-5,00;-68,25;80,69
23,808;-43,25;-5,00;-66,50;79,48
23,857;-43,00;-4,75;-66,75;79,54
23,914;-42,50;-4,50;-66,75;79,26
23,958;-43,00;-5,25;-67,00;79,78
24,008;-43,50;-4,50;-66,50;79,59
24,057;-43,25;-4,25;-66,00;79,02
24,114;-43,25;-4,25;-66,00;79,02
24,163;-43,50;-4,00;-66,00;79,15
24,263;-42,25;-6,00;-65,75;78,38
24,314;-43,00;-6,50;-66,00;79,04
24,363;-42,25;-7,75;-65,75;78,54
24,420;-40,25;-9,25;-65,75;77,64
24,464;-37,00;-13,25;-66,50;77,25
24,513;-22,75;-27,75;-71,50;80,00
24,564;68,00;-79,25;-139,25;174,05
24,615;29,25;516,25;67,00;521,40
24,663;3,75;254,00;102,75;274,02
24,713;-12,50;90,50;38,00;98,95
24,765;-24,50;24,75;-12,25;36,92
24,815;-32,75;1,25;-40,25;51,91
24,864;-37,50;-4,50;-54,50;66,31
24,914;-40,00;-6,25;-60,75;73,00
24,965;-40,50;-6,75;-63,00;75,20
25,016;-42,25;-6,75;-64,25;77,19
25,116;-43,00;-6,00;-64,75;77,96
25,167;-42,50;-5,25;-64,75;77,63
25,216;-42,50;-4,75;-65,25;78,02
25,265;-42,75;-4,50;-65,25;78,14
25,315;-42,25;-4,50;-65,75;78,28
25,366;-42,25;-4,75;-65,50;78,09
25,416;-42,25;-4,75;-65,50;78,09
25,466;-42,25;-5,00;-65,50;78,10
25,516;-42,25;-5,00;-65,50;78,10
25,566;-42,25;-6,00;-64,75;77,55
25,616;-42,25;-7,50;-64,50;77,47
25,666;-43,25;-10,25;-63,00;77,10
25,716;-44,00;-17,00;-58,00;74,76
25,768;-51,25;-39,25;-33,50;72,73
25,818;-180,25;-55,50;168,50;252,91
25,867;141,00;-145,25;-492,50;532,48
25,920;121,50;-157,25;-368,25;418,45
26,018;2,50;-58,75;-131,50;144,05
26,067;-21,50;-32,25;-93,25;100,98
26,118;-32,50;-18,25;-77,25;85,77
26,168;-38,00;-11,75;-70,25;80,73
26,218;-39,50;-8,50;-67,75;78,88
26,268;-40,50;-6,75;-66,75;78,37
26,317;-41,75;-6,25;-66,00;78,35
26,370;-42,50;-5,00;-66,50;79,08
26,421;-41,50;-5,25;-66,50;78,56
26,470;-42,00;-5,25;-66,50;78,83
26,520;-42,50;-4,75;-66,25;78,85
26,572;-42,00;-5,00;-66,25;78,60
26,620;-42,00;-5,50;-65,75;78,21
26,670;-42,50;-4,75;-65,75;78,43
26,731;-41,75;-4,50;-66,25;78,44
26,822;-42,50;-7,25;-65,75;78,62
26,873;-41,25;-8,00;-66,50;78,66
26,924;-39,00;-12,00;-66,75;78,23
26,974;-32,75;-23,75;-69,00;79,99
27,024;-4,00;-65,00;-91,00;111,90
27,075;213,50;-162,50;-438,75;514,29
27,125;-141,00;53,75;-116,75;190,79
27,176;-140,75;1,50;-28,25;143,56
27,225;-95,00;-19,50;-30,50;101,66
27,275;-66,75;-19,75;-44,50;82,62
27,326;-52,75;-15,75;-54,50;77,47
27,375;-47,00;-12,50;-60,00;77,24
27,425;-47,00;-12,50;-60,00;77,24
27,474;-44,00;-9,25;-63,00;77,40
27,527;-43,00;-7,75;-64,25;77,70
27,575;-43,25;-6,75;-65,00;78,37
27,626;-42,25;-6,50;-65,50;78,21
27,674;-42,00;-6,00;-65,75;78,25
27,724;-42,50;-5,50;-65,50;78,27
27,776;-43,25;-5,50;-65,25;78,48
27,825;-42,25;-5,00;-65,25;77,89
27,874;-41,50;-4,75;-65,50;77,69
27,925;-42,00;-5,75;-65,00;77,60
27,975;-42,75;-6,75;-64,75;77,88
28,075;-41,25;-8,25;-63,75;76,38
28,125;-41,25;-10,50;-62,25;75,41
28,176;-39,25;-15,75;-58,00;71,78
28,228;-36,00;-31,50;-42,75;64,15
28,276;-37,00;-85,00;56,00;108,31
28,325;-339,25;472,50;11,00;581,78
28,377;-36,50;118,50;-201,50;236,59
28,475;-8,75;16,00;-154,75;155,82
28,526;-21,25;-8,25;-108,50;110,87
28,576;-31,25;-11,50;-85,00;91,29
28,626;-37,25;-10,00;-74,00;83,45
28,675;-40,50;-8,25;-69,50;80,86
28,725;-42,50;-7,75;-67,75;80,35
28,776;-42,25;-7,25;-67,00;79,54
28,826;-42,25;-6,25;-66,00;78,61
28,875;-42,75;-5,25;-65,75;78,60
28,927;-43,75;-5,00;-65,75;79,13
28,977;-43,50;-4,75;-65,75;78,98
29,026;-43,25;-4,25;-66,00;79,02
29,076;-43,50;-4,50;-66,00;79,17
29,126;-43,00;-5,00;-66,50;79,35
29,178;-42,50;-5,50;-66,50;79,11
29,277;-43,00;-7,25;-66,00;79,10
29,327;-42,00;-8,75;-65,25;78,09
29,377;-40,25;-11,00;-66,25;78,30
29,435;-36,50;-17,75;-67,75;78,98
29,484;-18,00;-39,50;-76,00;87,52
29,534;79,00;-100,00;-154,00;199,89
29,584;201,00;360,50;-312,00;517,40
29,634;52,25;154,75;-44,75;169,35
29,684;2,25;27,50;-4,50;27,96
29,737;-18,50;-11,00;-22,00;30,78
29,835;-34,00;-14,50;-53,00;64,62
29,884;-37,25;-12,00;-59,00;70,80
29,935;-40,00;-9,50;-61,50;73,98
29,985;-41,00;-8,00;-63,25;75,80
30,035;-41,00;-7,25;-64,25;76,56
30,085;-41,50;-6,75;-64,50;76,99
30,135;-41,50;-6,50;-65,25;77,60
30,185;-42,25;-6,00;-65,25;77,97
30,235;-41,75;-6,25;-65,75;78,14
30,284;-41,75;-6,50;-65,50;77,95
30,334;-42,25;-6,75;-65,25;78,03
30,387;-43,00;-6,25;-65,00;78,19
30,485;-43,75;-6,75;-64,50;78,23
30,536;-42,75;-8,25;-64,25;77,61
30,587;-42,75;-10,25;-63,25;77,03
30,635;-44,00;-14,00;-60,50;76,11
30,686;-47,50;-24,25;-52,50;74,84
30,743;-61,50;-52,75;-15,25;82,45
30,838;-165,75;-222,50;-615,75;675,37
30,889;-62,25;-244,25;-462,25;526,51
30,940;-36,75;-160,00;-265,50;312,16
30,990;-35,00;-89,75;-155,25;182,71
31,039;-37,00;-49,00;-104,25;120,99
31,089;-39,25;-27,00;-82,25;95,05
31,139;-40,50;-16,00;-72,50;84,57
31,189;-41,00;-10,50;-69,25;81,16
31,244;-41,25;-8,00;-68,00;79,93
31,340;-41,00;-6,50;-66,00;77,97
31,389;-42,25;-6,50;-66,25;78,84
31,439;-42,25;-6,25;-66,50;79,03
31,490;-42,25;-6,50;-66,75;79,26
31,539;-42,50;-6,50;-66,25;78,98
31,591;-42,75;-6,25;-66,50;79,30
31,690;-41,50;-6,00;-66,25;78,40
31,743;-41,00;-7,00;-65,75;77,80
31,790;-40,25;-8,25;-66,50;78,17
31,843;-38,25;-11,00;-66,25;77,29
31,889;-33,25;-17,00;-67,00;76,70
31,940;-22,25;-29,50;-71,25;80,26
31,992;25,00;-66,75;-99,25;122,19
32,047;256,25;-57,75;-362,50;447,67
32,091;-72,50;251,25;-26,00;262,79
32,141;-110,00;89,25;61,25;154,33
32,192;-80,50;4,50;27,50;85,19
32,242;-58,75;-17,75;-12,50;62,63
32,291;-48,50;-19,50;-38,00;64,63
32,341;-46,00;-16,50;-51,75;71,18
32,392;-44,00;-13,00;-58,50;74,35
32,491;-43,00;-10,25;-62,00;76,15
32,541;-42,50;-8,00;-63,75;77,03
32,591;-42,75;-7,00;-64,25;77,49
32,648;-42,25;-6,25;-64,50;77,36
32,690;-42,00;-6,75;-64,50;77,26
32,740;-42,50;-6,25;-64,50;77,50
32,793;-42,25;-6,75;-64,50;77,40
32,843;-43,25;-6,75;-64,50;77,95
32,891;-43,50;-7,00;-64,75;78,32
32,942;-42,50;-7,75;-64,00;77,22
32,993;-41,75;-9,00;-62,75;75,91
33,043;-41,50;-10,75;-61,75;75,17
33,092;-40,00;-15,50;-58,50;72,54
33,143;-38,00;-25,00;-50,50;67,97
33,194;-34,00;-49,75;-21,75;64,06
33,293;-360,50;-22,50;-163,25;396,38
33,344;-30,50;-199,75;-373,50;424,66
33,394;31,25;-184,25;-265,75;324,88
33,444;11,75;-119,50;-165,25;204,27
