
time;gfx;gFy;gFz;Bx;By;Bz;
3,8120;0,0098;-0,0880;0,9890;13,7500;-1,2500;36,0000;
3,8300;0,0098;-0,0880;0,9890;13,7500;-1,2500;36,0000;
3,8470;0,0098;-0,0880;0,9890;13,7500;-1,2500;36,0000;
3,8760;0,0098;-0,0880;0,9890;13,7500;-1,2500;36,0000;
3,8850;0,0098;-0,0880;0,9890;13,7500;-1,2500;36,0000;
3,8990;0,0078;-0,1192;0,9890;13,7500;-1,2500;36,0000;
3,9000;0,0078;-0,1192;0,9890;13,7500;-1,2500;36,0000;
3,9040;0,0078;-0,1192;0,9890;13,7500;-1,2500;36,0000;
3,9120;0,0078;-0,1192;0,9890;13,7500;-1,2500;36,0000;
3,9200;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9310;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9440;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9510;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9610;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9720;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9800;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
3,9910;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0010;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0110;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0280;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0510;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0640;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0750;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0870;0,0078;-0,1192;0,9890;14,5000;-0,7500;36,2500;
4,0980;0,0098;-0,1036;0,9890;14,5000;-0,7500;36,2500;
4,0990;0,0098;-0,1036;0,9890;14,5000;-0,7500;36,2500;
4,1100;0,0098;-0,1036;0,9890;14,5000;-0,7500;36,2500;
4,1220;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,1280;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,1480;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,1670;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,1840;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,1930;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2120;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2300;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2450;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2610;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2800;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2890;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2970;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,2980;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,3050;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,3110;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,3240;0,0098;-0,1036;0,9890;14,2500;-1,0000;35,2500;
4,3300;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,3360;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,3460;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,3680;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,3870;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,3990;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4160;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4380;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4520;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4610;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4720;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4880;0,0098;-0,1036;0,9890;13,5000;-0,7500;35,5000;
4,4990;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5000;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5090;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5260;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5460;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5650;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5710;0,0098;-0,1075;0,9870;13,5000;-0,7500;35,5000;
4,5840;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,5900;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6080;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6290;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6410;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6520;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6680;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,6880;0,0098;-0,1075;0,9870;13,2500;-0,5000;35,7500;
4,7100;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7120;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7130;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7330;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7390;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7490;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7590;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7690;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7790;0,0098;-0,0938;0,9870;13,2500;-0,5000;35,7500;
4,7810;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,7890;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8000;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8110;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8190;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8290;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8410;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8490;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8590;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8690;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8790;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8890;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,8990;0,0098;-0,0938;0,9870;13,5000;-0,5000;35,7500;
4,9080;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9090;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9120;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9190;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9290;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9460;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9500;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9590;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9700;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9820;0,0117;-0,0919;0,9870;13,5000;-0,5000;35,7500;
4,9830;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
4,9890;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
4,9990;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0090;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0190;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0290;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0400;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0490;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0590;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0690;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0790;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0890;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,0990;0,0117;-0,0919;0,9870;13,2500;0,2500;35,5000;
5,1070;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1090;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1100;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1260;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1310;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1410;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1550;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1670;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1840;0,0098;-0,1075;0,9890;13,2500;0,2500;35,5000;
5,1860;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,1890;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2050;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2120;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2260;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2340;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2460;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2660;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2850;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,2980;0,0098;-0,1075;0,9890;13,2500;0,5000;36,0000;
5,3090;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3220;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3250;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3360;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3480;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3660;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3850;0,0098;-0,1016;0,9890;13,2500;0,5000;36,0000;
5,3900;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4000;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4170;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4300;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4510;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4670;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,4870;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,5010;0,0098;-0,1016;0,9890;15,0000;0,2500;35,2500;
5,5120;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5130;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5140;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5260;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5450;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5510;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5590;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5690;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5880;0,0098;-0,0997;0,9890;15,0000;0,2500;35,2500;
5,5930;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6070;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6210;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6320;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6450;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6530;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6650;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6770;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,6900;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,7010;0,0098;-0,0997;0,9890;14,2500;1,0000;35,2500;
5,7080;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7090;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7160;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7360;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7530;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7600;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7760;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7890;0,0098;-0,1036;0,9870;14,2500;1,0000;35,2500;
5,7940;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,7990;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8110;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8200;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8360;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8510;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8610;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8770;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,8910;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,9040;0,0098;-0,1036;0,9870;14,0000;0,0000;36,0000;
5,9090;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9100;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9110;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9250;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9370;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9580;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9720;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9810;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
5,9930;0,0098;-0,0997;0,9890;14,0000;0,0000;36,0000;
6,0010;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0140;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0280;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0470;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0690;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0840;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,0930;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,1060;0,0098;-0,0997;0,9890;14,2500;-0,5000;36,2500;
6,1090;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1100;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1180;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1370;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1490;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1660;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1710;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1810;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,1950;0,0098;-0,1036;0,9890;14,2500;-0,5000;36,2500;
6,2050;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2160;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2330;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2410;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2530;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2650;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2770;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,2900;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,3000;0,0098;-0,1036;0,9890;14,5000;0,7500;35,5000;
6,3080;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3080;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3120;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3210;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3350;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3460;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3590;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3690;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3800;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,3900;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4000;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4100;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4250;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4370;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4500;0,0098;-0,0958;0,9870;14,5000;0,7500;35,5000;
6,4550;0,0098;-0,0958;0,9870;14,0000;0,7500;36,0000;
6,4670;0,0098;-0,0958;0,9870;14,0000;0,7500;36,0000;
6,4850;0,0098;-0,0958;0,9870;14,0000;0,7500;36,0000;
6,4940;0,0098;-0,0958;0,9870;14,0000;0,7500;36,0000;
6,5010;0,0098;-0,0958;0,9870;14,0000;0,7500;36,0000;
6,5080;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5090;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5180;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5340;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5470;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5610;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5760;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,5930;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6050;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6110;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6220;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6330;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6520;0,0098;-0,1036;0,9890;14,0000;0,7500;36,0000;
6,6560;0,0098;-0,1036;0,9890;13,7500;0,5000;36,0000;
6,6680;0,0098;-0,1036;0,9890;13,7500;0,5000;36,0000;
6,6870;0,0098;-0,1036;0,9890;13,7500;0,5000;36,0000;
6,7010;0,0098;-0,1036;0,9890;13,7500;0,5000;36,0000;
6,7090;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7100;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7180;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7450;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7560;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7710;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7800;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,7900;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8010;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8130;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8210;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8310;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8400;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8550;0,0078;-0,1036;0,9870;13,7500;0,5000;36,0000;
6,8590;0,0078;-0,1036;0,9870;12,7500;0,7500;35,2500;
6,8730;0,0078;-0,1036;0,9870;12,7500;0,7500;35,2500;
6,8840;0,0078;-0,1036;0,9870;12,7500;0,7500;35,2500;
6,8960;0,0078;-0,1036;0,9870;12,7500;0,7500;35,2500;
6,9080;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9160;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9250;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9320;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9460;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9500;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9630;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9710;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9810;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
6,9920;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0020;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0130;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0270;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0400;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0540;0,0098;-0,0997;0,9890;12,7500;0,7500;35,2500;
7,0600;0,0098;-0,0997;0,9890;13,5000;0,0000;35,7500;
7,0700;0,0098;-0,0997;0,9890;13,5000;0,0000;35,7500;
7,0860;0,0098;-0,0997;0,9890;13,5000;0,0000;35,7500;
7,0990;0,0098;-0,0997;0,9890;13,5000;0,0000;35,7500;
7,1110;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,1120;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,1270;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,1480;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,1660;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,1840;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2070;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2210;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2310;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2450;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2560;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,2640;0,0098;-0,1016;0,9890;13,7500;0,2500;36,2500;
7,2710;0,0098;-0,1016;0,9890;13,7500;0,2500;36,2500;
7,2890;0,0098;-0,1016;0,9890;13,7500;0,2500;36,2500;
7,2990;0,0098;-0,1016;0,9890;13,7500;0,2500;36,2500;
7,3080;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3080;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3200;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3340;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3410;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3550;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3660;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,3890;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4050;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4120;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4300;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4470;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4600;0,0098;-0,0997;0,9890;13,7500;0,2500;36,2500;
7,4740;0,0098;-0,0997;0,9890;12,5000;-0,5000;37,0000;
7,4760;0,0098;-0,0997;0,9890;12,5000;-0,5000;37,0000;
7,4810;0,0098;-0,0997;0,9890;12,5000;-0,5000;37,0000;
7,4950;0,0098;-0,0997;0,9890;12,5000;-0,5000;37,0000;
7,5080;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5090;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5150;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5310;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5410;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5510;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5610;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,5710;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6130;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6130;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6140;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6210;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6330;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6460;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6570;0,0098;-0,1016;0,9870;12,5000;-0,5000;37,0000;
7,6660;0,0098;-0,1016;0,9870;13,5000;0,0000;35,7500;
7,6740;0,0098;-0,1016;0,9870;13,5000;0,0000;35,7500;
7,6810;0,0098;-0,1016;0,9870;13,5000;0,0000;35,7500;
7,6940;0,0098;-0,1016;0,9870;13,5000;0,0000;35,7500;
7,7040;0,0098;-0,1016;0,9870;13,5000;0,0000;35,7500;
7,7080;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7090;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7170;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7330;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7410;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7550;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7650;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7780;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,7930;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,8070;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,8270;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,8460;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,8610;0,0098;-0,1016;0,9890;13,5000;0,0000;35,7500;
7,8720;0,0098;-0,1016;0,9890;14,2500;0,5000;36,2500;
7,8770;0,0098;-0,1016;0,9890;14,2500;0,5000;36,2500;
7,8910;0,0098;-0,1016;0,9890;14,2500;0,5000;36,2500;
7,9050;0,0098;-0,1016;0,9890;14,2500;0,5000;36,2500;
7,9080;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9090;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9290;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9450;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9570;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9760;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
7,9930;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
8,0040;0,0098;-0,0997;0,9890;14,2500;0,5000;36,2500;
